Irányítószám;Megye név;Település név
9600;Vas;Sárvár
9608;Vas;Sárvár
9609;Vas;Sárvár
7370;Baranya;Sásd
8308;Veszprém;Sáska
3659;Borsod-Abaúj-Zemplén;Sáta
3944;Borsod-Abaúj-Zemplén;Sátoraljaújhely
3945;Borsod-Abaúj-Zemplén;Sátoraljaújhely
3980;Borsod-Abaúj-Zemplén;Sátoraljaújhely
3988;Borsod-Abaúj-Zemplén;Sátoraljaújhely
7785;Baranya;Sátorhely
8732;Somogy;Sávoly
9789;Vas;Sé
7562;Somogy;Segesd
7960;Baranya;Sellye
3809;Borsod-Abaúj-Zemplén;Selyeb
3974;Borsod-Abaúj-Zemplén;Semjén
8862;Zala;Semjénháza
8788;Zala;Sénye
4533;Szabolcs-Szatmár-Bereg;Sényő
8111;Fejér;Seregélyes
3729;Borsod-Abaúj-Zemplén;Serényfalva
8660;Somogy;Sérsekszőlős
8439;Győr-Moson-Sopron;Sikátor
7800;Baranya;Siklós
7818;Baranya;Siklós
7814;Baranya;Siklósbodony
7823;Baranya;Siklósnagyfalu
3881;Borsod-Abaúj-Zemplén;Sima
9633;Vas;Simaság
7474;Somogy;Simonfa
7081;Tolna;Simontornya
7171;Tolna;Sióagárd
8600;Somogy;Siófok
8609;Somogy;Siófok
8611;Somogy;Siófok
8652;Somogy;Siójut
3332;Heves;Sirok
9671;Vas;Sitke
9315;Győr-Moson-Sopron;Sobor
8897;Zala;Söjtör
9112;Győr-Moson-Sopron;Sokorópátka
6320;Bács-Kiskun;Solt
6223;Bács-Kiskun;Soltszentimre
6230;Bács-Kiskun;Soltvadkert
8193;Veszprém;Sóly
2083;Pest;Solymár
8655;Somogy;Som
7728;Baranya;Somberek
8478;Veszprém;Somlójenő
8483;Veszprém;Somlószőlős
8481;Veszprém;Somlóvásárhely
8484;Veszprém;Somlóvecse
7454;Somogy;Somodor
7283;Somogy;Somogyacsa
7922;Baranya;Somogyapáti
7584;Somogy;Somogyaracs
7452;Somogy;Somogyaszaló
8684;Somogy;Somogybabod
8858;Somogy;Somogybükkösd
8726;Somogy;Somogycsicsó
7284;Somogy;Somogydöröcske
8666;Somogy;Somogyegres
8708;Somogy;Somogyfajsz
7455;Somogy;Somogygeszti
7925;Baranya;Somogyhárságy
7921;Baranya;Somogyhatvan
7443;Somogy;Somogyjád
8673;Somogy;Somogymeggyes
8733;Somogy;Somogysámson
7435;Somogy;Somogysárd
8737;Somogy;Somogysimonyi
8705;Somogy;Somogyszentpál
7276;Somogy;Somogyszil
7563;Somogy;Somogyszob
8683;Somogy;Somogytúr
7515;Somogy;Somogyudvarhely
8699;Somogy;Somogyvámos
8698;Somogy;Somogyvár
7924;Baranya;Somogyviszló
8734;Somogy;Somogyzsitfa
4954;Szabolcs-Szatmár-Bereg;Sonkád
8123;Fejér;Soponya
9400;Győr-Moson-Sopron;Sopron
9407;Győr-Moson-Sopron;Sopron
9408;Győr-Moson-Sopron;Sopron
9494;Győr-Moson-Sopron;Sopron
9463;Győr-Moson-Sopron;Sopronhorpács
9483;Győr-Moson-Sopron;Sopronkövesd
9325;Győr-Moson-Sopron;Sopronnémeti
9743;Vas;Söpte
8072;Fejér;Söréd
9774;Vas;Sorkifalud
9774;Vas;Sorkikápolna
8881;Zala;Sormás
9773;Vas;Sorokpolány
3131;Nógrád;Sóshartyán
2038;Pest;Sóskút
3716;Borsod-Abaúj-Zemplén;Sóstófalva
7960;Baranya;Sósvertike
9681;Vas;Sótony
8096;Fejér;Sukoró
6346;Bács-Kiskun;Sükösd
2241;Pest;Sülysáp
2242;Pest;Sülysáp
8330;Veszprém;Sümeg
8357;Zala;Sümegcsehi
8351;Veszprém;Sümegprága
7960;Baranya;Sumony
2889;Komárom-Esztergom;Súr
8856;Zala;Surd
2543;Komárom-Esztergom;Süttő
8151;Fejér;Szabadbattyán
2432;Fejér;Szabadegyháza
8138;Fejér;Szabadhidvég
8139;Fejér;Szabadhidvég
7253;Somogy;Szabadi
5712;Békés;Szabadkígyós
6080;Bács-Kiskun;Szabadszállás
7951;Baranya;Szabadszentkirály
7544;Somogy;Szabás
4467;Szabolcs-Szatmár-Bereg;Szabolcs
4547;Szabolcs-Szatmár-Bereg;Szabolcsbáka
4496;Szabolcs-Szatmár-Bereg;Szabolcsveresmart
2111;Pest;Szada
7383;Baranya;Szágy
7753;Baranya;Szajk
3334;Heves;Szajla
5081;Jász-Nagykun-Szolnok;Szajol
3786;Borsod-Abaúj-Zemplén;Szakácsi
7071;Tolna;Szakadát
3596;Borsod-Abaúj-Zemplén;Szakáld
7192;Tolna;Szakály
7213;Tolna;Szakcs
6336;Bács-Kiskun;Szakmár
9934;Vas;Szaknyér
4234;Szabolcs-Szatmár-Bereg;Szakoly
9474;Győr-Moson-Sopron;Szakony
9983;Vas;Szakonyfalu
2856;Komárom-Esztergom;Szákszend
9942;Vas;Szalafő
7811;Baranya;Szalánta
8341;Zala;Szalapa
3863;Borsod-Abaúj-Zemplén;Szalaszend
7334;Baranya;Szalatnak
7121;Tolna;Szálka
6086;Bács-Kiskun;Szalkszentmárton
3163;Nógrád;Szalmatercs
3754;Borsod-Abaúj-Zemplén;Szalonna
4767;Szabolcs-Szatmár-Bereg;Szamosangyalos
4745;Szabolcs-Szatmár-Bereg;Szamosbecs
4721;Szabolcs-Szatmár-Bereg;Szamoskér
4735;Szabolcs-Szatmár-Bereg;Szamossályi
4824;Szabolcs-Szatmár-Bereg;Szamosszeg
4746;Szabolcs-Szatmár-Bereg;Szamostatárfalva
4734;Szabolcs-Szatmár-Bereg;Szamosújlak
2697;Nógrád;Szanda
6131;Bács-Kiskun;Szank
8622;Somogy;Szántód
9317;Győr-Moson-Sopron;Szany
8423;Veszprém;Szápár
7843;Baranya;Szaporca
2066;Fejér;Szár
7184;Baranya;Szárász
7063;Tolna;Szárazd
9353;Győr-Moson-Sopron;Szárföld
2067;Komárom-Esztergom;Szárliget
5540;Békés;Szarvas
3051;Nógrád;Szarvasgede
9913;Vas;Szarvaskend
3323;Heves;Szarvaskő
5053;Jász-Nagykun-Szolnok;Szászberek
3821;Borsod-Abaúj-Zemplén;Szászfa
7349;Baranya;Szászvár
4945;Szabolcs-Szatmár-Bereg;Szatmárcseke
2656;Nógrád;Szátok
9938;Vas;Szatta
6763;Csongrád;Szatymaz
7813;Baranya;Szava
2440;Pest;Százhalombatta
7725;Baranya;Szebény
2692;Nógrád;Szécsénke
3170;Nógrád;Szécsény
3135;Nógrád;Szécsényfelfalu
8879;Zala;Szécsisziget
7751;Baranya;Szederkény
7056;Tolna;Szedres
6700;Csongrád;Szeged
6710;Csongrád;Szeged
6720;Csongrád;Szeged
6721;Csongrád;Szeged
6722;Csongrád;Szeged
6723;Csongrád;Szeged
6724;Csongrád;Szeged
6725;Csongrád;Szeged
6726;Csongrád;Szeged
6727;Csongrád;Szeged
6728;Csongrád;Szeged
6729;Csongrád;Szeged
6753;Csongrád;Szeged
6757;Csongrád;Szeged
6771;Csongrád;Szeged
6791;Csongrád;Szeged
8732;Somogy;Szegerdő
5520;Békés;Szeghalom
3918;Borsod-Abaúj-Zemplén;Szegi
3918;Borsod-Abaúj-Zemplén;Szegilong
6635;Csongrád;Szegvár
4534;Szabolcs-Szatmár-Bereg;Székely
7737;Baranya;Székelyszabar
8000;Fejér;Székesfehérvár
8019;Fejér;Székesfehérvár
6821;Csongrád;Székkutas
7100;Tolna;Szekszárd
9622;Vas;Szeleste
5476;Jász-Nagykun-Szolnok;Szelevény
7661;Baranya;Szellő
7763;Baranya;Szemely
9685;Vas;Szemenye
3866;Borsod-Abaúj-Zemplén;Szemere
2640;Nógrád;Szendehely
3752;Borsod-Abaúj-Zemplén;Szendrő
3751;Borsod-Abaúj-Zemplén;Szendrőlád
7477;Somogy;Szenna
8849;Somogy;Szenta
8272;Veszprém;Szentantalfa
7472;Somogy;Szentbalázs
8281;Veszprém;Szentbékkálla
7918;Somogy;Szentborbás
7913;Baranya;Szentdénes
3259;Heves;Szentdomonkos
2655;Nógrád;Szente
7915;Baranya;Szentegát
2000;Pest;Szentendre
6600;Csongrád;Szentes
8444;Veszprém;Szentgál
7465;Somogy;Szentgáloskér
9955;Vas;Szentgotthárd
9970;Vas;Szentgotthárd
9981;Vas;Szentgotthárd
8393;Zala;Szentgyörgyvár
8975;Zala;Szentgyörgyvölgy
8475;Veszprém;Szentimrefalva
3418;Borsod-Abaúj-Zemplén;Szentistván
3844;Borsod-Abaúj-Zemplén;Szentistvánbaksa
8272;Veszprém;Szentjakabfa
7681;Baranya;Szentkatalin
6031;Bács-Kiskun;Szentkirály
8225;Veszprém;Szentkirályszabadja
8947;Zala;Szentkozmadombja
7936;Baranya;Szentlászló
8893;Zala;Szentliszló
7940;Baranya;Szentlőrinc
2255;Pest;Szentlőrinckáta
8872;Zala;Szentmargitfalva
