Irányítószám;Megye név;Település név
6090;Bács-Kiskun;Kunszentmiklós
9184;Győr-Moson-Sopron;Kunsziget
8595;Veszprém;Kup
3813;Borsod-Abaúj-Zemplén;Kupa
7226;Tolna;Kurd
3732;Borsod-Abaúj-Zemplén;Kurityán
8919;Zala;Kustánszeg
7541;Somogy;Kutas
3066;Nógrád;Kutasó
2541;Komárom-Esztergom;Lábatlan
7551;Somogy;Lábod
3967;Borsod-Abaúj-Zemplén;Lácacséke
7535;Somogy;Lad
6045;Bács-Kiskun;Ladánybene
3780;Borsod-Abaúj-Zemplén;Ládbesenyő
8136;Fejér;Lajoskomárom
6050;Bács-Kiskun;Lajosmizse
3786;Borsod-Abaúj-Zemplén;Lak
8913;Zala;Lakhegy
6065;Bács-Kiskun;Lakitelek
7918;Somogy;Lakócsa
7759;Baranya;Lánycsók
7214;Tolna;Lápafő
7775;Baranya;Lapáncsa
4543;Szabolcs-Szatmár-Bereg;Laskod
8887;Zala;Lasztonya
8681;Somogy;Látrány
9089;Győr-Moson-Sopron;Lázi
2016;Pest;Leányfalu
2518;Komárom-Esztergom;Leányvár
9155;Győr-Moson-Sopron;Lébény
2619;Nógrád;Legénd
3904;Borsod-Abaúj-Zemplén;Legyesbénye
3832;Borsod-Abaúj-Zemplén;Léh
3648;Borsod-Abaúj-Zemplén;Lénárddaróc
8978;Zala;Lendvadedes
8977;Zala;Lendvajakabfa
7184;Tolna;Lengyel
8693;Somogy;Lengyeltóti
8960;Zala;Lenti
8966;Zala;Lenti
8132;Fejér;Lepsény
8318;Veszprém;Lesencefalu
8319;Veszprém;Lesenceistvánd
8318;Veszprém;Lesencetomaj
4281;Hajdú-Bihar;Létavértes
4283;Hajdú-Bihar;Létavértes
8868;Zala;Letenye
2632;Pest;Letkés
9221;Győr-Moson-Sopron;Levél
4555;Szabolcs-Szatmár-Bereg;Levelek
8707;Somogy;Libickozma
8981;Zala;Lickóvadamos
7331;Baranya;Liget
8782;Zala;Ligetfalva
9233;Győr-Moson-Sopron;Lipót
7781;Baranya;Lippó
7757;Baranya;Liptód
8888;Zala;Lispeszentadorján
8831;Zala;Liszó
8196;Veszprém;Litér
3866;Borsod-Abaúj-Zemplén;Litka
3186;Nógrád;Litke
9634;Vas;Lócs
5743;Békés;Lőkösháza
8425;Veszprém;Lókút
4836;Szabolcs-Szatmár-Bereg;Lónya
2309;Pest;Lórév
3021;Heves;Lőrinci
3022;Heves;Lőrinci
3024;Heves;Lőrinci
7761;Baranya;Lothárd
8228;Veszprém;Lovas
8093;Fejér;Lovasberény
7720;Baranya;Lovászhetény
8878;Zala;Lovászi
8553;Veszprém;Lovászpatona
9461;Győr-Moson-Sopron;Lövő
4633;Szabolcs-Szatmár-Bereg;Lövőpetri
3129;Nógrád;Lucfalva
3188;Nógrád;Ludányhalászi
3274;Heves;Ludas
9724;Vas;Lukácsháza
8660;Somogy;Lulla
7838;Baranya;Lúzsok
3909;Borsod-Abaúj-Zemplén;Mád
6456;Bács-Kiskun;Madaras
7026;Tolna;Madocsa
9169;Győr-Moson-Sopron;Maglóca
2234;Pest;Maglód
7342;Baranya;Mágocs
4953;Szabolcs-Szatmár-Bereg;Magosliget
4556;Szabolcs-Szatmár-Bereg;Magy
8071;Fejér;Magyaralmás
7463;Somogy;Magyaratád
5667;Békés;Magyarbánhegyes
7775;Baranya;Magyarbóly
6932;Csongrád;Magyarcsanád
5838;Békés;Magyardombegyház
7332;Baranya;Magyaregregy
7441;Somogy;Magyaregres
8973;Zala;Magyarföld
3133;Nógrád;Magyargéc
8517;Veszprém;Magyargencs
7394;Baranya;Magyarhertelend
4137;Hajdú-Bihar;Magyarhomorog
9346;Győr-Moson-Sopron;Magyarkeresztúr
7098;Tolna;Magyarkeszi
9962;Vas;Magyarlak
7925;Baranya;Magyarlukafa
7954;Baranya;Magyarmecske
9909;Vas;Magyarnádalja
2694;Nógrád;Magyarnándor
8449;Veszprém;Magyarpolány
7761;Baranya;Magyarsarlós
9912;Vas;Magyarszecsőd
7396;Baranya;Magyarszék
8776;Zala;Magyarszentmiklós
8776;Zala;Magyarszerdahely
9946;Vas;Magyarszombatfa
7954;Baranya;Magyartelek
2339;Pest;Majosháza
7783;Baranya;Majs
2322;Pest;Makád
3959;Borsod-Abaúj-Zemplén;Makkoshotyka
3397;Heves;Maklár
6900;Csongrád;Makó
6903;Csongrád;Makó
8533;Veszprém;Malomsok
3434;Borsod-Abaúj-Zemplén;Mályi
3645;Borsod-Abaúj-Zemplén;Mályinka
4942;Szabolcs-Szatmár-Bereg;Mánd
4644;Szabolcs-Szatmár-Bereg;Mándok
7304;Baranya;Mánfa
2065;Fejér;Mány
7733;Baranya;Maráza
9534;Veszprém;Marcalgergelyi
8700;Somogy;Marcali
8709;Somogy;Marcali
8714;Somogy;Marcali
8531;Veszprém;Marcaltő
8532;Veszprém;Marcaltő
7817;Baranya;Márfa
2527;Komárom-Esztergom;Máriahalom
9231;Győr-Moson-Sopron;Máriakálnok
7663;Baranya;Máriakéménd
2629;Pest;Márianosztra
4326;Szabolcs-Szatmár-Bereg;Máriapócs
3262;Heves;Markaz
3075;Nógrád;Márkháza
8441;Veszprém;Márkó
7967;Baranya;Markóc
9164;Győr-Moson-Sopron;Markotabödöge
8888;Zala;Maróc
7960;Baranya;Marócsa
7774;Baranya;Márok
8976;Zala;Márokföld
4932;Szabolcs-Szatmár-Bereg;Márokpapi
6921;Csongrád;Maroslele
6636;Csongrád;Mártély
5435;Jász-Nagykun-Szolnok;Martfű
7720;Baranya;Martonfa
2462;Fejér;Martonvásár
3755;Borsod-Abaúj-Zemplén;Martonyi
4700;Szabolcs-Szatmár-Bereg;Mátészalka
6452;Bács-Kiskun;Mátételke
3247;Heves;Mátraballa
3246;Heves;Mátraderecske
3155;Nógrád;Mátramindszent
3143;Nógrád;Mátranovák
3144;Nógrád;Mátranovák
3142;Nógrád;Mátraszele
3234;Heves;Mátraszentimre
3235;Heves;Mátraszentimre
3068;Nógrád;Mátraszőlős
3145;Nógrád;Mátraterenye
3146;Nógrád;Mátraterenye
3077;Nógrád;Mátraverebély
7854;Baranya;Matty
8134;Fejér;Mátyásdomb
4835;Szabolcs-Szatmár-Bereg;Mátyus
7351;Baranya;Máza
7695;Baranya;Mecseknádasd
7300;Baranya;Mecsekpölöske
9176;Győr-Moson-Sopron;Mecsér
5663;Békés;Medgyesbodzás
5664;Békés;Medgyesbodzás
5666;Békés;Medgyesegyháza
5752;Békés;Medgyesegyháza
7057;Tolna;Medina
9757;Vas;Meggyeskovácsi
3718;Borsod-Abaúj-Zemplén;Megyaszó
9754;Vas;Megyehid
8348;Veszprém;Megyer
5726;Békés;Méhkerék
4975;Szabolcs-Szatmár-Bereg;Méhtelek
7344;Baranya;Mekényes
6449;Bács-Kiskun;Mélykút
8271;Veszprém;Mencshely
2235;Pest;Mende
3871;Borsod-Abaúj-Zemplén;Méra
7981;Baranya;Merenye
9136;Győr-Moson-Sopron;Mérges
4352;Szabolcs-Szatmár-Bereg;Mérk
7453;Somogy;Mernye
9531;Vas;Mersevát
9662;Vas;Mesterháza
9551;Vas;Mesteri
5452;Jász-Nagykun-Szolnok;Mesterszállás
3754;Borsod-Abaúj-Zemplén;Meszes
9745;Vas;Meszlen
8716;Somogy;Mesztegnyő
5650;Békés;Mezőberény
3450;Borsod-Abaúj-Zemplén;Mezőcsát
7434;Somogy;Mezőcsokonya
7370;Baranya;Meződ
2422;Fejér;Mezőfalva
5732;Békés;Mezőgyán
5820;Békés;Mezőhegyes
5453;Jász-Nagykun-Szolnok;Mezőhék
3441;Borsod-Abaúj-Zemplén;Mezőkeresztes
8137;Fejér;Mezőkomárom
5800;Békés;Mezőkovácsháza
3400;Borsod-Abaúj-Zemplén;Mezőkövesd
4641;Szabolcs-Szatmár-Bereg;Mezőladány
8514;Veszprém;Mezőlak
3443;Borsod-Abaúj-Zemplén;Mezőnagymihály
3421;Borsod-Abaúj-Zemplén;Mezőnyárád
9097;Győr-Moson-Sopron;Mezőörs
9098;Győr-Moson-Sopron;Mezőörs
4118;Hajdú-Bihar;Mezőpeterd
4134;Hajdú-Bihar;Mezősas
3378;Heves;Mezőszemere
8133;Fejér;Mezőszentgyörgy
7017;Fejér;Mezőszilas
3375;Heves;Mezőtárkány
5400;Jász-Nagykun-Szolnok;Mezőtúr
3931;Borsod-Abaúj-Zemplén;Mezőzombor
8825;Zala;Miháld
8341;Zala;Mihályfa
3184;Nógrád;Mihálygerge
8513;Veszprém;Mihályháza
9342;Győr-Moson-Sopron;Mihályi
