Irányítószám;Megye név;Település név
8416;Veszprém;Dudar
9556;Vas;Duka
2545;Komárom-Esztergom;Dunaalmás
2023;Pest;Dunabogdány
6323;Bács-Kiskun;Dunaegyháza
6513;Bács-Kiskun;Dunafalva
7020;Tolna;Dunaföldvár
2330;Pest;Dunaharaszti
2120;Pest;Dunakeszi
9225;Győr-Moson-Sopron;Dunakiliti
6328;Bács-Kiskun;Dunapataj
9235;Győr-Moson-Sopron;Dunaremete
9174;Győr-Moson-Sopron;Dunaszeg
7712;Baranya;Dunaszekcső
6333;Bács-Kiskun;Dunaszentbenedek
7135;Tolna;Dunaszentgyörgy
2897;Komárom-Esztergom;Dunaszentmiklós
9175;Győr-Moson-Sopron;Dunaszentpál
9226;Győr-Moson-Sopron;Dunasziget
6325;Bács-Kiskun;Dunatetétlen
2400;Fejér;Dunaújváros
2407;Fejér;Dunaújváros
2336;Pest;Dunavarsány
6087;Bács-Kiskun;Dunavecse
6353;Bács-Kiskun;Dusnok
7224;Tolna;Dúzs
9451;Győr-Moson-Sopron;Ebergőc
4211;Hajdú-Bihar;Ebes
9083;Győr-Moson-Sopron;Écs
3013;Heves;Ecséd
3053;Nógrád;Ecseg
5515;Békés;Ecsegfalva
7457;Somogy;Ecseny
2233;Pest;Ecser
7443;Somogy;Edde
3780;Borsod-Abaúj-Zemplén;Edelény
3783;Borsod-Abaúj-Zemplén;Edelény
9343;Győr-Moson-Sopron;Edve
3300;Heves;Eger
3304;Heves;Eger
7763;Baranya;Egerág
8497;Veszprém;Egeralja
8765;Zala;Egeraracsa
3321;Heves;Egerbakta
3337;Heves;Egerbocs
3341;Heves;Egercsehi
3379;Heves;Egerfarmos
3461;Borsod-Abaúj-Zemplén;Egerlövő
3394;Heves;Egerszalók
3757;Borsod-Abaúj-Zemplén;Égerszög
3328;Heves;Egerszólát
8913;Zala;Egervár
9684;Vas;Egervölgy
9314;Győr-Moson-Sopron;Egyed
4067;Hajdú-Bihar;Egyek
4069;Hajdú-Bihar;Egyek
3043;Nógrád;Egyházasdengeleg
9473;Győr-Moson-Sopron;Egyházasfalu
3185;Nógrád;Egyházasgerge
7824;Baranya;Egyházasharaszti
9554;Vas;Egyházashetye
9781;Vas;Egyházashollós
8523;Veszprém;Egyházaskesző
7347;Baranya;Egyházaskozár
9783;Vas;Egyházasrádóc
5742;Békés;Elek
7744;Baranya;Ellend
2424;Fejér;Előszállás
3432;Borsod-Abaúj-Zemplén;Emőd
3854;Borsod-Abaúj-Zemplén;Encs
3860;Borsod-Abaúj-Zemplén;Encs
4374;Szabolcs-Szatmár-Bereg;Encsencs
3165;Nógrád;Endrefalva
7973;Baranya;Endrőc
9143;Győr-Moson-Sopron;Enese
8130;Fejér;Enying
8131;Fejér;Enying
6624;Csongrád;Eperjes
4646;Szabolcs-Szatmár-Bereg;Eperjeske
8413;Veszprém;Eplény
2526;Komárom-Esztergom;Epöl
2451;Fejér;Ercsi
2453;Fejér;Ercsi
2030;Pest;Érd
2035;Pest;Érd
2036;Pest;Érd
3932;Borsod-Abaúj-Zemplén;Erdőbénye
3935;Borsod-Abaúj-Zemplén;Erdőhorváti
2113;Pest;Erdőkertes
3252;Heves;Erdőkövesd
2176;Nógrád;Erdőkürt
7735;Baranya;Erdősmárok
7723;Baranya;Erdősmecske
2177;Nógrád;Erdőtarcsa
3358;Heves;Erdőtelek
3295;Heves;Erk
4245;Szabolcs-Szatmár-Bereg;Érpatak
6347;Bács-Kiskun;Érsekcsanád
6348;Bács-Kiskun;Érsekhalma
2659;Nógrád;Érsekvadkert
7093;Tolna;Értény
7661;Baranya;Erzsébet
4124;Hajdú-Bihar;Esztár
8882;Zala;Eszteregnye
8742;Zala;Esztergályhorváti
2500;Komárom-Esztergom;Esztergom
2509;Komárom-Esztergom;Esztergom
2947;Komárom-Esztergom;Ete
3136;Nógrád;Etes
2091;Fejér;Etyek
4354;Szabolcs-Szatmár-Bereg;Fábiánháza
6625;Csongrád;Fábiánsebestyén
7136;Tolna;Fácánkert
7133;Tolna;Fadd
7139;Tolna;Fadd
3865;Borsod-Abaúj-Zemplén;Fáj
6352;Bács-Kiskun;Fajsz
3855;Borsod-Abaúj-Zemplén;Fancsal
9321;Győr-Moson-Sopron;Farád
8582;Veszprém;Farkasgyepű
3608;Borsod-Abaúj-Zemplén;Farkaslyuk
2765;Pest;Farmos
7732;Baranya;Fazekasboda
3255;Heves;Fedémes
5213;Jász-Nagykun-Szolnok;Fegyvernek
5231;Jász-Nagykun-Szolnok;Fegyvernek
4900;Szabolcs-Szatmár-Bereg;Fehérgyarmat
9163;Győr-Moson-Sopron;Fehértó
8052;Fejér;Fehérvárcsurgó
7724;Baranya;Feked
9211;Győr-Moson-Sopron;Feketeerdő
8086;Fejér;Felcsút
3352;Heves;Feldebrő
6645;Csongrád;Felgyő
9122;Győr-Moson-Sopron;Felpéc
3985;Borsod-Abaúj-Zemplén;Felsőberecki
9794;Vas;Felsőcsatár
3847;Borsod-Abaúj-Zemplén;Felsődobsza
7370;Baranya;Felsőegerszeg
3837;Borsod-Abaúj-Zemplén;Felsőgagy
9934;Vas;Felsőjánosfa
3722;Borsod-Abaúj-Zemplén;Felsőkelecsény
6055;Bács-Kiskun;Felsőlajos
9918;Vas;Felsőmarác
7456;Somogy;Felsőmocsolád
7175;Tolna;Felsőnána
3721;Borsod-Abaúj-Zemplén;Felsőnyárád
7099;Tolna;Felsőnyék
8227;Veszprém;Felsőörs
8380;Zala;Felsőpáhok
2363;Pest;Felsőpakony
2611;Nógrád;Felsőpetény
8767;Zala;Felsőrajk
3989;Borsod-Abaúj-Zemplén;Felsőregmec
8973;Zala;Felsőszenterzsébet
6447;Bács-Kiskun;Felsőszentiván
7968;Baranya;Felsőszentmárton
9985;Vas;Felsőszölnök
3324;Heves;Felsőtárkány
3735;Borsod-Abaúj-Zemplén;Felsőtelekes
3067;Nógrád;Felsőtold
3814;Borsod-Abaúj-Zemplén;Felsővadász
3561;Borsod-Abaúj-Zemplén;Felsőzsolca
4621;Szabolcs-Szatmár-Bereg;Fényeslitke
8432;Győr-Moson-Sopron;Fenyőfő
6774;Csongrád;Ferencszállás
9493;Győr-Moson-Sopron;Fertőboz
9431;Győr-Moson-Sopron;Fertőd
9433;Győr-Moson-Sopron;Fertőd
9442;Győr-Moson-Sopron;Fertőendréd
9492;Győr-Moson-Sopron;Fertőhomok
